time,latitude,north\south,longtitude,east\west,quality,nos,hdop,altitude,hog,speed,date
143725.00,3144.98978,N,03459.08682,E,1,08,0.00,284.5,M,2.009,020416
143727.00,3144.98844,N,03459.08955,E,1,08,0.00,285.9,M,2.009,020416
143728.00,3144.98816,N,03459.09126,E,1,08,0.00,285.1,M,2.012,020416
143730.00,3144.98795,N,03459.09468,E,1,08,0.00,282.9,M,2.020,020416
143732.00,3144.98788,N,03459.09742,E,1,08,0.00,282.8,M,2.024,020416
143733.00,3144.98786,N,03459.09849,E,1,08,0.00,282.6,M,2.025,020416
143735.00,3144.98805,N,03459.10028,E,1,08,0.00,283.7,M,2.027,020416
143736.00,3144.98830,N,03459.10069,E,1,08,0.00,284.6,M,2.026,020416
143738.00,3144.98867,N,03459.10013,E,1,08,0.00,280.4,M,2.019,020416
143740.00,3144.98883,N,03459.09933,E,1,08,0.00,279.9,M,2.010,020416
143742.00,3144.98879,N,03459.09918,E,1,08,0.00,279.9,M,2.003,020416
143744.00,3144.98732,N,03459.09987,E,1,08,0.00,278.5,M,1.995,020416
143746.00,3144.98594,N,03459.10114,E,1,08,0.00,276.9,M,1.990,020416
143747.00,3144.98526,N,03459.10206,E,1,08,0.00,276.7,M,1.989,020416
143749.00,3144.98439,N,03459.10415,E,1,08,0.00,281.0,M,1.989,020416
143750.00,3144.98429,N,03459.10556,E,1,08,0.00,278.4,M,1.991,020416
143752.00,3144.98462,N,03459.10883,E,1,08,0.00,278.4,M,1.999,020416
143753.00,3144.98466,N,03459.11099,E,1,08,0.00,277.7,M,2.005,020416
143755.00,3144.98424,N,03459.11562,E,1,08,0.00,280.9,M,2.016,020416
143756.00,3144.98398,N,03459.11781,E,1,08,0.00,280.8,M,2.022,020416
143758.00,3144.98333,N,03459.12186,E,1,08,0.00,278.0,M,2.030,020416
143800.00,3144.98244,N,03459.12511,E,1,08,0.00,281.5,M,2.035,020416
143802.00,3144.98119,N,03459.12787,E,1,08,0.00,281.8,M,2.037,020416
143804.00,3144.98020,N,03459.13027,E,1,08,0.00,282.3,M,2.038,020416
143805.00,3144.98000,N,03459.13107,E,1,08,0.00,281.9,M,2.037,020416
143807.00,3144.98019,N,03459.13080,E,1,08,0.00,285.4,M,2.031,020416
143808.00,3144.98043,N,03459.13010,E,1,08,0.00,286.2,M,2.026,020416
143809.00,3144.98077,N,03459.12936,E,1,08,0.00,285.2,M,2.020,020416
143811.00,3144.98140,N,03459.12827,E,1,08,0.00,285.6,M,2.012,020416
143812.00,3144.98158,N,03459.12774,E,1,08,0.00,286.5,M,2.007,020416
143814.00,3144.98243,N,03459.12630,E,1,08,0.00,286.8,M,1.997,020416
143815.00,3144.98276,N,03459.12558,E,1,08,0.00,286.3,M,1.992,020416
143817.00,3144.98298,N,03459.12401,E,1,08,0.00,288.5,M,1.981,020416
143818.00,3144.98306,N,03459.12341,E,1,08,0.00,287.3,M,1.976,020416
143819.00,3144.98313,N,03459.12295,E,1,08,0.00,286.9,M,1.971,020416
143821.00,3144.98339,N,03459.12278,E,1,08,0.00,284.9,M,1.965,020416
143823.00,3144.98277,N,03459.12471,E,1,08,0.00,285.6,M,1.966,020416
143824.00,3144.98214,N,03459.12592,E,1,08,0.00,287.4,M,1.966,020416
143826.00,3144.98094,N,03459.12905,E,1,08,0.00,288.5,M,1.969,020416
143828.00,3144.97974,N,03459.13244,E,1,08,0.00,292.6,M,1.974,020416
143829.00,3144.97892,N,03459.13458,E,1,08,0.00,294.1,M,1.978,020416
143830.00,3144.97778,N,03459.13671,E,1,08,0.00,293.2,M,1.980,020416
143831.00,3144.97676,N,03459.13871,E,1,08,0.00,293.0,M,1.983,020416
143833.00,3144.97566,N,03459.14196,E,1,08,0.00,294.1,M,1.987,020416
143834.00,3144.97547,N,03459.14313,E,1,08,0.00,295.1,M,1.989,020416
143836.00,3144.97500,N,03459.14540,E,1,08,0.00,294.1,M,1.991,020416
143837.00,3144.97491,N,03459.14657,E,1,08,0.00,290.6,M,1.992,020416
143839.00,3144.97476,N,03459.14880,E,1,08,0.00,292.5,M,1.995,020416
143841.00,3144.97441,N,03459.15088,E,1,08,0.00,291.0,M,1.997,020416
143843.00,3144.97421,N,03459.15300,E,1,08,0.00,291.7,M,1.999,020416
143844.00,3144.97448,N,03459.15345,E,1,08,0.00,293.7,M,1.998,020416
143846.00,3144.97481,N,03459.15479,E,1,08,0.00,290.4,M,1.999,020416
143848.00,3144.97526,N,03459.15613,E,1,08,0.00,290.2,M,2.000,020416
143849.00,3144.97634,N,03459.15526,E,1,08,0.00,289.3,M,1.996,020416
143851.00,3144.97779,N,03459.15464,E,1,08,0.00,289.2,M,1.991,020416
143852.00,3144.97843,N,03459.15449,E,1,08,0.00,288.9,M,1.989,020416
143854.00,3144.97914,N,03459.15361,E,1,08,0.00,291.3,M,1.982,020416
143855.00,3144.97932,N,03459.15285,E,1,08,0.00,291.8,M,1.976,020416
143856.00,3144.97934,N,03459.15217,E,1,08,0.00,292.8,M,1.971,020416
143857.00,3144.97946,N,03459.15203,E,1,08,0.00,291.2,M,1.968,020416
143858.00,3144.97951,N,03459.15198,E,1,08,0.00,291.8,M,1.965,020416
143900.00,3144.98007,N,03459.15153,E,1,08,0.00,293.1,M,1.959,020416
143902.00,3144.97938,N,03459.15489,E,1,08,0.00,294.7,M,1.965,020416
143903.00,3144.97871,N,03459.15672,E,1,08,0.00,295.2,M,1.968,020416
143904.00,3144.97806,N,03459.15848,E,1,08,0.00,294.8,M,1.970,020416
143906.00,3144.97722,N,03459.16181,E,1,08,0.00,292.6,M,1.976,020416
143907.00,3144.97687,N,03459.16343,E,1,08,0.00,292.1,M,1.978,020416
143909.00,3144.97578,N,03459.16663,E,1,08,0.00,294.1,M,1.983,020416
143910.00,3144.97523,N,03459.16825,E,1,08,0.00,293.5,M,1.985,020416
143912.00,3144.97470,N,03459.17139,E,1,08,0.00,293.5,M,1.990,020416
143913.00,3144.97454,N,03459.17280,E,1,08,0.00,294.4,M,1.993,020416
143914.00,3144.97437,N,03459.17418,E,1,08,0.00,294.8,M,1.995,020416
143915.00,3144.97434,N,03459.17553,E,1,08,0.00,293.5,M,1.997,020416
143917.00,3144.97451,N,03459.17839,E,1,08,0.00,293.6,M,2.003,020416
143918.00,3144.97457,N,03459.17982,E,1,08,0.00,294.0,M,2.006,020416
143919.00,3144.97470,N,03459.18116,E,1,08,0.00,295.7,M,2.008,020416
143921.00,3144.97515,N,03459.18380,E,1,08,0.00,297.5,M,2.014,020416
143923.00,3144.97609,N,03459.18615,E,1,08,0.00,298.2,M,2.019,020416
143924.00,3144.97674,N,03459.18752,E,1,08,0.00,299.2,M,2.023,020416
143925.00,3144.97739,N,03459.18867,E,1,08,0.00,298.7,M,2.026,020416
143927.00,3144.97856,N,03459.19073,E,1,08,0.00,297.8,M,2.030,020416
143928.00,3144.97923,N,03459.19170,E,1,08,0.00,298.3,M,2.033,020416
143929.00,3144.98028,N,03459.19259,E,1,08,0.00,295.5,M,2.035,020416
143930.00,3144.98153,N,03459.19353,E,1,08,0.00,295.5,M,2.038,020416
143932.00,3144.98385,N,03459.19587,E,1,08,0.00,296.3,M,2.046,020416
143933.00,3144.98492,N,03459.19689,E,1,08,0.00,295.7,M,2.050,020416
143935.00,3144.98679,N,03459.19903,E,1,08,0.00,295.2,M,2.056,020416
143936.00,3144.98775,N,03459.20022,E,1,08,0.00,292.6,M,2.059,020416
143938.00,3144.98915,N,03459.20243,E,1,08,0.00,292.2,M,2.065,020416
143940.00,3144.99006,N,03459.20441,E,1,08,0.00,294.1,M,2.069,020416
143941.00,3144.98972,N,03459.20558,E,1,08,0.00,293.9,M,2.069,020416
143942.00,3144.98952,N,03459.20697,E,1,08,0.00,293.9,M,2.071,020416
143944.00,3144.98850,N,03459.20946,E,1,08,0.00,294.8,M,2.073,020416
143945.00,3144.98753,N,03459.21053,E,1,08,0.00,296.1,M,2.072,020416
143946.00,3144.98631,N,03459.21150,E,1,08,0.00,296.9,M,2.071,020416
143947.00,3144.98480,N,03459.21237,E,1,08,0.00,297.4,M,2.068,020416
143949.00,3144.98214,N,03459.21413,E,1,08,0.00,293.9,M,2.064,020416
143951.00,3144.98032,N,03459.21528,E,1,08,0.00,292.8,M,2.060,020416
